listing_id,city,neighbourhood,room_type,price,latitude,longitude
18445845,Paris,Vaugirard,Entire place,90,48.84356,2.28261
18556036,Paris,Opera,Entire place,79,48.87928,2.33791
19615097,Paris,Buttes-Montmartre,Entire place,80,48.88896,2.32739
19690156,Paris,Popincourt,Entire place,120,48.85109,2.38547
19694819,Paris,Popincourt,Entire place,80,48.85656,2.37813
19718204,Paris,Batignolles-Monceau,Entire place,120,48.87739,2.29594
19904052,Paris,Buttes-Montmartre,Entire place,120,48.88621,2.33784
20430125,Paris,Temple,Entire place,92,48.86443,2.35811
20498768,Paris,Hotel-de-Ville,Entire place,50,48.84881,2.36532
20744700,Paris,Opera,Entire place,100,48.88341,2.34764
21431827,Paris,Batignolles-Monceau,Entire place,85,48.8857,2.3107
21435664,Paris,Observatoire,Entire place,65,48.8293,2.335
21751841,Paris,Luxembourg,Entire place,73,48.84496,2.33161
21871417,Paris,Menilmontant,Entire place,25,48.87069,2.38027
21905709,Paris,Vaugirard,Entire place,95,48.85118,2.29318
22063056,Paris,Passy,Entire place,44,48.84056,2.26127
22226543,Paris,Batignolles-Monceau,Entire place,100,48.89273,2.32559
22557322,Paris,Buttes-Montmartre,Entire place,70,48.88804,2.33514
23815030,Paris,Vaugirard,Entire place,160,48.84034,2.28692
24405281,Paris,Louvre,Entire place,120,48.86558,2.33578
24552112,Paris,Buttes-Chaumont,Entire place,90,48.88621,2.38953
24728176,Paris,Buttes-Montmartre,Entire place,55,48.89155,2.34067
25388057,Paris,Popincourt,Entire place,44,48.8695,2.37343
26379451,Paris,Vaugirard,Entire place,80,48.84301,2.3182
26583037,Paris,Buttes-Montmartre,Entire place,45,48.88719,2.34429
26864038,Paris,Popincourt,Entire place,90,48.8619,2.38191
27243974,Paris,Palais-Bourbon,Entire place,180,48.85522,2.3025
27331032,Paris,Popincourt,Entire place,75,48.84945,2.38897
27368062,Paris,Buttes-Chaumont,Entire place,36,48.89181,2.37769
27425151,Paris,Temple,Entire place,150,48.86014,2.36147
27461743,Paris,Popincourt,Entire place,75,48.85345,2.39136
27538281,Paris,Reuilly,Entire place,59,48.84949,2.38278
27562945,Paris,Enclos-St-Laurent,Entire place,69,48.87112,2.36309
27589736,Paris,Popincourt,Entire place,106,48.85979,2.38271
27590151,Paris,Menilmontant,Entire place,80,48.85739,2.39746
28149155,Paris,Temple,Entire place,92,48.86201,2.36304
28533903,Paris,Opera,Entire place,159,48.87456,2.34747
28995839,Paris,Buttes-Montmartre,Entire place,100,48.88494,2.34196
29724588,Paris,Bourse,Entire place,170,48.86461,2.34827
29812995,Paris,Palais-Bourbon,Entire place,130,48.85901,2.32989
30372462,Paris,Opera,Entire place,80,48.87477,2.34779
30783846,Paris,Passy,Entire place,85,48.84258,2.26424
30973467,Paris,Passy,Entire place,90,48.85216,2.27434
31710837,Paris,Popincourt,Entire place,60,48.86007,2.38162
32832091,Paris,Buttes-Chaumont,Entire place,80,48.87615,2.38126
32883651,Paris,Buttes-Chaumont,Entire place,67,48.89431,2.38307
32897351,Paris,Buttes-Chaumont,Entire place,90,48.87585,2.37561
32951688,Paris,Menilmontant,Entire place,79,48.86305,2.40282
34106044,Paris,Batignolles-Monceau,Entire place,153,48.87873,2.28654
34133304,Paris,Popincourt,Entire place,85,48.85349,2.37777
34337617,Paris,Buttes-Montmartre,Entire place,119,48.88879,2.34828
34771591,Paris,Passy,Entire place,130,48.86441,2.28352
35228784,Paris,Buttes-Montmartre,Entire place,50,48.8909,2.3438
35256993,Paris,Vaugirard,Entire place,120,48.84791,2.28588
35858271,Paris,Buttes-Montmartre,Entire place,60,48.89074,2.34503
36120382,Paris,Enclos-St-Laurent,Entire place,75,48.87273,2.36518
36441565,Paris,Buttes-Montmartre,Entire place,68,48.89088,2.33671
36547155,Paris,Buttes-Chaumont,Entire place,65,48.88271,2.37365
37436449,Paris,Temple,Entire place,140,48.86131,2.3622
37444620,Paris,Menilmontant,Entire place,55,48.85269,2.40505
37477565,Paris,Buttes-Montmartre,Entire place,90,48.88972,2.33518
37578022,Paris,Pantheon,Entire place,113,48.84453,2.34651
38571482,Paris,Luxembourg,Entire place,110,48.85641,2.34036
40718627,Paris,Enclos-St-Laurent,Entire place,103,48.8705,2.35697
170599,Paris,Menilmontant,Entire place,35,48.86756,2.40265
634680,Paris,Buttes-Chaumont,Entire place,60,48.87757,2.38553
1277179,Paris,Popincourt,Entire place,90,48.85161,2.3903
1464718,Paris,Pantheon,Entire place,105,48.84725,2.3469
1507366,Paris,Pantheon,Entire place,80,48.8419,2.35375
1749935,Paris,Popincourt,Entire place,99,48.85541,2.37158
1959687,Paris,Hotel-de-Ville,Entire place,140,48.85995,2.3499
2475045,Paris,Menilmontant,Entire place,120,48.87313,2.38754
2538421,Paris,Batignolles-Monceau,Entire place,80,48.88767,2.32233
2581820,Paris,Temple,Entire place,58,48.86354,2.35856
2711895,Paris,Popincourt,Entire place,89,48.85304,2.37415
2840832,Paris,Temple,Entire place,150,48.8636,2.35585
3562867,Paris,Opera,Entire place,135,48.87831,2.34103
3716928,Paris,Temple,Entire place,95,48.86099,2.36075
3734672,Paris,Popincourt,Entire place,130,48.86609,2.37386
4221091,Paris,Passy,Entire place,105,48.86098,2.28554
4603069,Paris,Buttes-Montmartre,Entire place,217,48.88656,2.33517
4661616,Paris,Pantheon,Entire place,68,48.84062,2.35666
4956549,Paris,Batignolles-Monceau,Entire place,168,48.88447,2.31549
5029201,Paris,Pantheon,Entire place,125,48.84712,2.34201
5306142,Paris,Luxembourg,Entire place,95,48.85121,2.33388
5438443,Paris,Popincourt,Entire place,90,48.85114,2.38568
5503149,Paris,Vaugirard,Entire place,75,48.83648,2.29537
5743176,Paris,Opera,Entire place,50,48.8795,2.32785
6045141,Paris,Bourse,Entire place,88,48.86667,2.35009
6091393,Paris,Opera,Entire place,110,48.88089,2.33919
6154000,Paris,Passy,Entire place,99,48.86716,2.28914
6288374,Paris,Buttes-Montmartre,Entire place,100,48.88983,2.33972
6468937,Paris,Reuilly,Entire place,75,48.84943,2.38022
6985770,Paris,Enclos-St-Laurent,Entire place,79,48.87151,2.36303
6987996,Paris,Temple,Entire place,30,48.86134,2.36144
7062947,Paris,Reuilly,Entire place,85,48.84686,2.39673
7080332,Paris,Vaugirard,Entire place,89,48.8497,2.29613
7126037,Paris,Passy,Entire place,200,48.87337,2.28632
7263259,Paris,Luxembourg,Entire place,70,48.8502,2.33612
7488035,Paris,Popincourt,Entire place,50,48.85397,2.39379
7514505,Paris,Popincourt,Entire place,25,48.85006,2.39433
7805151,Paris,Vaugirard,Entire place,91,48.84342,2.28863
7910718,Paris,Buttes-Chaumont,Entire place,143,48.88516,2.38294
8010773,Paris,Enclos-St-Laurent,Entire place,75,48.87155,2.36818
8019511,Paris,Hotel-de-Ville,Entire place,45,48.85225,2.36294
8251221,Paris,Vaugirard,Entire place,120,48.84207,2.31793
8267495,Paris,Opera,Entire place,70,48.87976,2.34877
8733116,Paris,Enclos-St-Laurent,Entire place,75,48.87131,2.36731
8787186,Paris,Popincourt,Entire place,69,48.86825,2.37511
8854728,Paris,Buttes-Montmartre,Entire place,90,48.89108,2.32699
8954359,Paris,Popincourt,Entire place,39,48.85777,2.37391
9069481,Paris,Passy,Entire place,71,48.84231,2.26873
9071245,Paris,Enclos-St-Laurent,Entire place,45,48.87663,2.35517
9134201,Paris,Buttes-Montmartre,Entire place,65,48.88599,2.3604
9405159,Paris,Buttes-Chaumont,Entire place,54,48.87776,2.37781
